PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
GUAYAS,SABADO,P19,SI,CP17,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
EL ORO,SABADO,P17,SI,CP17,CHOQUE FRONTAL,RURAL,NO IDENTIFICADO,PARTICULAR,53.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P17,SI,CP13,ESTRELLAMIENTOS,URBANA,BUS,PUBLICO,49.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P09,SI,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,SABADO,P06,SI,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P07,SI,CP12,ROZAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,SI,CP17,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P15,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
IMBABURA,SABADO,P10,SI,CP13,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,46.0,HOMBRE,LESIONADO,CONDUCTOR
CHIMBORAZO,SABADO,P18,SI,CP13,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,SABADO,P14,SI,CP13,VOLCAMIENTOS,RURAL,CAMIONETA,PUBLICO,41.0,HOMBRE,FALLECIDO,CONDUCTOR
CHIMBORAZO,SABADO,P21,SI,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,32.0,MUJER,LESIONADO,PASAJERO
CHIMBORAZO,SABADO,P14,SI,CP13,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,37.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P18,SI,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,52.0,MUJER,LESIONADO,PEATON
MANABI,SABADO,P17,SI,CP13,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P00,SI,CP06,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,51.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,SABADO,P20,SI,CP13,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,21.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,SABADO,P20,SI,CP09,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,45.0,MUJER,LESIONADO,PASAJERO
TUNGURAHUA,SABADO,P10,SI,CP09,VOLCAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,51.0,MUJER,ILESO,CONDUCTOR
PICHINCHA,SABADO,P21,SI,CP02,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P17,SI,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P07,SI,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P14,SI,CP06,COLISION,RURAL,MOTOCICLETA,PARTICULAR,43.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P22,SI,CP24,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,38.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P15,SI,CP22,COLISION,URBANA,CAMIONETA,PARTICULAR,40.0,MUJER,ILESO,CONDUCTOR
PICHINCHA,SABADO,P22,SI,CP06,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,26.0,HOMBRE,LESIONADO,PEATON
PICHINCHA,SABADO,P03,SI,CP09,OTROS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P03,SI,CP05,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,SABADO,P15,SI,CP26,ATROPELLOS,URBANA,BUS,PUBLICO,36.0,HOMBRE,LESIONADO,PEATON
AZUAY,SABADO,P17,SI,CP06,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,LESIONADO,PASAJERO
AZUAY,SABADO,P14,SI,CP13,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,47.0,HOMBRE,LESIONADO,CONDUCTOR
EL ORO,SABADO,P09,SI,CP18,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,54.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P01,SI,CP18,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P01,SI,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P06,SI,CP09,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P05,SI,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P10,SI,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P10,SI,CP18,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,DOMINGO,P12,SI,CP22,CHOQUE LATERAL,URBANA,BUS,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P15,SI,CP09,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P18,SI,CP22,CHOQUE LATERAL,URBANA,EMERGENCIAS,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P19,SI,CP06,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,38.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,DOMINGO,P21,SI,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P23,SI,CP06,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P10,SI,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P11,SI,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P20,SI,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,DOMINGO,P22,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P00,SI,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P20,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,DOMINGO,P17,SI,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P15,SI,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,FALLECIDO,CONDUCTOR
GUAYAS,DOMINGO,P13,SI,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,DOMINGO,P09,SI,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P00,SI,CP01,OTROS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P09,SI,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,38.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,DOMINGO,P12,SI,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P06,SI,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P05,SI,CP13,PERDIDA DE PISTA,URBANA,CAMIONETA,ESTADO,-1.0,HOMBRE,ILESO,CONDUCTOR
MANABI,DOMINGO,P00,SI,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,38.0,HOMBRE,LESIONADO,CONDUCTOR
CHIMBORAZO,DOMINGO,P00,SI,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,21.0,HOMBRE,LESIONADO,PASAJERO
CANAR,DOMINGO,P10,SI,CP13,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,38.0,HOMBRE,FALLECIDO,CONDUCTOR
ORELLANA,DOMINGO,P01,SI,CP26,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,53.0,HOMBRE,FALLECIDO,PEATON
ORELLANA,DOMINGO,P05,SI,CP13,OTROS,RURAL,NO IDENTIFICADO,PARTICULAR,33.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,DOMINGO,P03,SI,CP13,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,DOMINGO,P14,SI,CP13,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,22.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,DOMINGO,P18,SI,CP13,ARROLLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,45.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
MANABI,DOMINGO,P11,SI,CP13,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,33.0,MUJER,LESIONADO,PASAJERO
TUNGURAHUA,DOMINGO,P15,SI,CP13,CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,31.0,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,DOMINGO,P22,SI,CP13,ESTRELLAMIENTOS,RURAL,CAMION,PARTICULAR,58.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,DOMINGO,P02,SI,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
IMBABURA,DOMINGO,P18,SI,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,31.0,MUJER,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P06,SI,CP06,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,55.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P10,SI,CP24,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P12,SI,CP06,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,35.0,MUJER,FALLECIDO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P01,SI,CP24,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PASAJERO
TUNGURAHUA,DOMINGO,P23,SI,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,DOMINGO,P04,SI,CP06,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,DOMINGO,P09,SI,CP09,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,42.0,MUJER,LESIONADO,PASAJERO
TUNGURAHUA,DOMINGO,P03,SI,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,53.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,DOMINGO,P22,SI,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,DOMINGO,P07,SI,CP06,OTROS,RURAL,MOTOCICLETA,PARTICULAR,26.0,MUJER,LESIONADO,PASAJERO
TUNGURAHUA,DOMINGO,P06,SI,CP06,CHOQUE LATERAL,RURAL,FURGONETA,PARTICULAR,39.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,DOMINGO,P21,SI,CP06,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,23.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,DOMINGO,P10,SI,CP22,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,DOMINGO,P03,SI,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,32.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,DOMINGO,P15,SI,CP13,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,29.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,DOMINGO,P17,SI,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,39.0,HOMBRE,ILESO,CONDUCTOR
MANABI,DOMINGO,P12,SI,CP13,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,DOMINGO,P16,SI,CP20,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,65.0,MUJER,LESIONADO,PASAJERO
LOJA,DOMINGO,P12,SI,CP13,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,35.0,MUJER,LESIONADO,PASAJERO
ESMERALDAS,DOMINGO,P15,SI,CP13,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P06,SI,CP09,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P14,SI,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P09,SI,CP18,CHOQUE LATERAL,URBANA,BUS,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P13,SI,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,31.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P16,SI,CP09,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P19,SI,CP06,ESTRELLAMIENTOS,URBANA,BUS,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P14,SI,CP12,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,52.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P20,SI,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P22,SI,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P15,SI,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P16,SI,CP11,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,43.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,P18,SI,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P07,SI,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,42.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P13,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P14,SI,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,LUNES,P10,SI,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P08,SI,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,28.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,LUNES,P01,SI,CP01,OTROS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MORONA SANTIAGO,LUNES,P09,SI,CP21,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,21.0,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,LUNES,P10,SI,CP08,VOLCAMIENTOS,RURAL,ESPECIAL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ZAMORA CHINCHIPE,LUNES,P19,SI,CP01,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
COTOPAXI,LUNES,P14,SI,CP01,CHOQUE FRONTAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,LUNES,P00,SI,CP13,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,LUNES,P07,SI,CP13,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,46.0,HOMBRE,ILESO,CONDUCTOR
MANABI,LUNES,P18,SI,CP13,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,49.0,HOMBRE,ILESO,CONDUCTOR
MANABI,LUNES,P19,SI,CP13,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
MANABI,LUNES,P19,SI,CP13,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,36.0,HOMBRE,ILESO,CONDUCTOR
IMBABURA,LUNES,P08,SI,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,32.0,MUJER,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,P06,SI,CP18,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,9.0,HOMBRE,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,LUNES,P12,SI,CP20,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,P16,SI,CP20,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,60.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,LUNES,P15,SI,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,3.0,HOMBRE,LESIONADO,PEATON
TUNGURAHUA,LUNES,P05,SI,CP06,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,LUNES,P20,SI,CP05,OTROS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,LUNES,P12,SI,CP09,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,45.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,LUNES,P21,SI,CP13,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,65.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,LUNES,P18,SI,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,43.0,HOMBRE,LESIONADO,PEATON
AZUAY,LUNES,P12,SI,CP13,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,LUNES,P19,SI,CP13,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
PICHINCHA,LUNES,P19,SI,CP22,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,LUNES,P15,SI,CP13,ESTRELLAMIENTOS,URBANA,BUS,PUBLICO,-1.0,MUJER,LESIONADO,PEATON
GUAYAS,MARTES,P06,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,21.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,P07,NO,CP17,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,61.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,P16,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P20,NO,CP09,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,49.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,P18,NO,CP18,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,30.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,P17,NO,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,FALLECIDO,CONDUCTOR
GUAYAS,MARTES,P19,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,MARTES,P14,NO,CP16,CAIDA DE PASAJERO,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PASAJERO
GUAYAS,MARTES,P16,NO,CP17,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,P17,NO,CP12,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,MARTES,P17,NO,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MARTES,P17,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P10,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,34.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,P07,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
PICHINCHA,MARTES,P04,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,MARTES,P04,NO,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,MARTES,P00,NO,CP13,PERDIDA DE PISTA,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MORONA SANTIAGO,MARTES,P06,NO,CP13,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,64.0,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,MARTES,P21,NO,CP26,ATROPELLOS,URBANA,CAMION,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
IMBABURA,MARTES,P14,NO,CP24,CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,7.0,HOMBRE,LESIONADO,PASAJERO
MANABI,MARTES,P23,NO,CP13,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,40.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MARTES,P01,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
