PROVINCIA,DIA,HORA,FERIADO,CAUSA PROBABLE,CLASE FINAL,ZONA,TIPO DE VEHÍCULO 1,SERVICIO 1,EDAD 1,SEXO 1,CONDICIÓN 1,PARTICIPANTE 1
GUAYAS,VIERNES,21:30,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,20,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,22:55,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,37,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,23:45,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,29,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,08:05:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,CAMION,PUBLICO,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,23:45:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,18:50:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,15:20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
MANABI,VIERNES,12:20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,CAMION,PARTICULAR,58,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,VIERNES,23:10:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,20:43:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,13:35:00,SI,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",OTROS,RURAL,CAMION,PARTICULAR,41,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,VIERNES,17:10:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,RURAL,CAMIONETA,PARTICULAR,27,HOMBRE,ILESO,CONDUCTOR
MANABI,VIERNES,13:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,FALLECIDO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,13:30:00,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,12:10:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1,HOMBRE,FALLECIDO,CONDUCTOR
LOS RIOS,VIERNES,10:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,41,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,07:40:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,CAMION,PUBLICO,-1,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,06:35:00,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,02:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,VIERNES,05:45:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,45,HOMBRE,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,13:35:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,RURAL,CAMION,PUBLICO,48,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,VIERNES,11:45:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
COTOPAXI,VIERNES,17:55:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,31,HOMBRE,FALLECIDO,CONDUCTOR
MANABI,VIERNES,03:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,23,HOMBRE,FALLECIDO,CONDUCTOR
MANABI,VIERNES,18:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,NO IDENTIFICADO,PARTICULAR,36,HOMBRE,FALLECIDO,CONDUCTOR
PICHINCHA,VIERNES,20:30:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
IMBABURA,VIERNES,21:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,19:20:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,RURAL,AUTOMOVIL,PUBLICO,39,HOMBRE,ILESO,CONDUCTOR
CHIMBORAZO,VIERNES,20:20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,CAMION,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,VIERNES,17:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,CAMION,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,21:23,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,20,HOMBRE,ILESO,CONDUCTOR
IMBABURA,VIERNES,22:40,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ARROLLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,PEATON
TUNGURAHUA,VIERNES,22:20,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,VIERNES,18:38,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,44,HOMBRE,ILESO,CONDUCTOR
IMBABURA,VIERNES,17:50,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,35,HOMBRE,LESIONADO,PASAJERO
IMBABURA,VIERNES,13:13,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,24,HOMBRE,LESIONADO,CONDUCTOR
MANABI,VIERNES,19:45,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENO, CANSANCIO Y FATIGA).",CHOQUE LATERAL,URBANA,FURGONETA,PARTICULAR,28,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,18:30,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,36,HOMBRE,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,22:13,SI,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,27,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,VIERNES,18:37,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,74,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,VIERNES,18:10,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,09:20,SI,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDA.,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,56,MUJER,LESIONADO,PASAJERO
PICHINCHA,VIERNES,17:25,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",COLISION,URBANA,AUTOMOVIL,PARTICULAR,22,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,13:35,SI,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,70,MUJER,LESIONADO,PASAJERO
PICHINCHA,VIERNES,23:35,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,VIERNES,12:47,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,21,MUJER,ILESO,CONDUCTOR
LOJA,VIERNES,23:10,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,31,MUJER,ILESO,CONDUCTOR
ESMERALDAS,VIERNES,22:15,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,08:05,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,20,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,10:45,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,10:55,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,31,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,18:10,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,18:55,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,19:10,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,38,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,23:20,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,23:30,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,21:15:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,38,HOMBRE,ILESO,CONDUCTOR
AZUAY,SABADO,16:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,02:15:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,21:40:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,FALLECIDO,CONDUCTOR
AZUAY,SABADO,21:40:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,37,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,SABADO,20:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,22:55:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,19:15:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
EL ORO,SABADO,17:40:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE FRONTAL,RURAL,NO IDENTIFICADO,PARTICULAR,53,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,17:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,BUS,PUBLICO,49,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,09:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,29,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,SABADO,06:40:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,07:00:00,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,05:05:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,15:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
IMBABURA,SABADO,10:40:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,46,HOMBRE,LESIONADO,CONDUCTOR
CHIMBORAZO,SABADO,18:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,SABADO,14:45:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,RURAL,CAMIONETA,PUBLICO,41,HOMBRE,FALLECIDO,CONDUCTOR
CHIMBORAZO,SABADO,21:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,32,MUJER,LESIONADO,PASAJERO
CHIMBORAZO,SABADO,14:40:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,37,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,18:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,52,MUJER,LESIONADO,PEATON
MANABI,SABADO,17:20,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,00:20,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,51,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,SABADO,20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,21,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,SABADO,20:45,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,45,MUJER,LESIONADO,PASAJERO
TUNGURAHUA,SABADO,10:05,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,VOLCAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,51,MUJER,ILESO,CONDUCTOR
PICHINCHA,SABADO,21:20,SI,"PRESENCIA DE AGENTES EXTERNOS EN LA VIA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,17:30,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,07:25,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,29,HOMBRE,ILESO,CONDUCTOR
